Date,Route,Total trips
1/12/2023,115,3239
1/12/2023,6,679
1/12/2023,27,442
1/12/2023,809,499
1/12/2023,116,1914
1/12/2023,93,937
1/12/2023,58,583
1/12/2023,14,581
1/12/2023,117,1589
1/12/2023,150,255
1/12/2023,68,842
1/12/2023,47,782
1/12/2023,192,1177
1/12/2023,89,2223
1/12/2023,1,579
1/12/2023,111,1704
1/12/2023,193,1240
1/12/2023,140,703
1/12/2023,148,37
1/12/2023,82,980
1/12/2023,36,881
1/12/2023,155,902
1/12/2023,295,36
1/12/2023,32,1466
1/12/2023,102,1287
1/12/2023,103,495
1/12/2023,181,1417
1/12/2023,34,495
1/12/2023,9,341
1/12/2023,15,1752
1/12/2023,26,554
1/12/2023,42,1341
1/12/2023,194,691
1/12/2023,51,2743
1/12/2023,165,1647
1/12/2023,143,343
1/12/2023,104,493
1/12/2023,816,307
1/12/2023,126,620
1/12/2023,71,1943
1/12/2023,83,3383
1/12/2023,75,1100
1/12/2023,856,56
1/12/2023,172,1430
1/12/2023,12,1078
1/12/2023,5,2454
1/12/2023,198,125
1/12/2023,813,291
1/12/2023,81,1095
1/12/2023,865,326
1/12/2023,180,741
1/12/2023,141,856
1/12/2023,125,1971
1/12/2023,221,164
1/12/2023,162,711
1/12/2023,94,1262
1/12/2023,186,1913
1/12/2023,78,2653
1/12/2023,114,694
1/13/2023,186,1962
1/13/2023,120,921
1/13/2023,15,1900
1/13/2023,295,0
1/13/2023,148,48
1/13/2023,73,2747
1/13/2023,37,304
1/13/2023,188,440
1/13/2023,51,2808
1/13/2023,124,970
1/13/2023,19,835
1/13/2023,111,1596
1/13/2023,856,806
1/13/2023,143,233
1/13/2023,155,793
1/13/2023,79,496
1/13/2023,116,1805
1/13/2023,81,1062
1/13/2023,74,561
1/13/2023,853,409
1/13/2023,60,1605
1/13/2023,68,510
1/13/2023,142,31
1/13/2023,6,483
1/13/2023,141,755
1/13/2023,194,601
1/13/2023,221,139
1/13/2023,850,301
1/13/2023,24,273
1/13/2023,3,750
1/13/2023,115,2726
1/13/2023,14,500
1/13/2023,197,394
1/13/2023,71,1900
1/13/2023,8,355
1/13/2023,119,1328
1/13/2023,2,1280
1/13/2023,86,1988
1/13/2023,867,249
1/13/2023,84,1233
1/13/2023,47,806
1/13/2023,34,276
1/13/2023,85,725
1/13/2023,196,1618
1/13/2023,87,914
1/13/2023,9,377
1/13/2023,95,1400
1/13/2023,58,563
1/13/2023,25,311
1/13/2023,30,850
1/13/2023,49,833
1/13/2023,153,975
1/13/2023,104,665
1/13/2023,1,480
1/13/2023,89,3025
1/13/2023,865,333
1/13/2023,12,1551
1/13/2023,813,360
1/13/2023,191,924
1/13/2023,102,1768
1/13/2023,181,1338
1/13/2023,32,1209
1/13/2023,5,2686
1/13/2023,123,211
1/13/2023,132,412
1/13/2023,198,86
1/13/2023,195,512
1/13/2023,78,2089
1/13/2023,172,1161
1/13/2023,193,1792
1/13/2023,21,2510
1/13/2023,189,928
1/13/2023,82,958
1/13/2023,809,368
1/13/2023,125,1647
1/13/2023,117,1688
1/13/2023,140,446
1/13/2023,39,5931
1/13/2023,165,1977
1/13/2023,192,1053
1/13/2023,121,2345
1/13/2023,42,1225
1/13/2023,133,332
1/13/2023,75,842
1/13/2023,183,211
1/13/2023,899,164
1/13/2023,55,1303
1/13/2023,107,943
1/13/2023,4,717
1/13/2023,832,255
1/13/2023,26,749
1/13/2023,185,805
1/13/2023,126,774
1/13/2023,103,547
1/13/2023,816,319
1/13/2023,110,2175
1/13/2023,93,821
1/13/2023,114,617
1/13/2023,800,202
1/13/2023,83,2412
1/13/2023,94,1197
1/13/2023,50,1643
1/13/2023,40,521
1/13/2023,162,777
1/13/2023,66,546
1/13/2023,180,768
1/13/2023,150,173
1/13/2023,27,619
1/13/2023,178,644
1/13/2023,36,712
1/14/2023,107,818
1/14/2023,183,321
1/14/2023,102,1591
1/14/2023,188,71
1/14/2023,140,366
1/14/2023,37,364
1/14/2023,94,306
1/14/2023,55,952
1/14/2023,133,281
1/14/2023,5,1831
1/14/2023,162,529
1/14/2023,121,1793
1/14/2023,32,776
1/14/2023,132,258
1/14/2023,865,43
1/14/2023,9,171
1/14/2023,34,284
1/14/2023,141,490
1/14/2023,150,96
1/14/2023,125,1044
1/14/2023,816,190
1/14/2023,89,1511
1/14/2023,3,211
1/14/2023,81,555
1/14/2023,809,429
1/14/2023,73,1439
1/14/2023,117,1061
1/14/2023,39,3697
1/14/2023,1,375
1/14/2023,124,450
1/14/2023,104,368
1/14/2023,84,895
1/14/2023,198,107
1/14/2023,115,2065
1/14/2023,50,769
1/14/2023,83,2140
1/14/2023,813,183
1/14/2023,186,1024
1/14/2023,8,114
1/14/2023,116,1304
1/14/2023,850,107
1/14/2023,110,1458
1/14/2023,2,1062
1/14/2023,75,337
1/14/2023,60,867
1/14/2023,119,1036
1/14/2023,26,222
1/14/2023,197,436
1/14/2023,126,494
1/14/2023,189,832
1/14/2023,180,396
1/14/2023,93,562
1/14/2023,86,1518
1/14/2023,172,649
1/14/2023,47,441
1/14/2023,195,394
1/14/2023,899,125
1/14/2023,14,411
1/14/2023,4,517
1/14/2023,79,391
1/14/2023,153,510
1/14/2023,51,2157
1/14/2023,15,1200
1/14/2023,19,412
1/14/2023,87,544
1/14/2023,178,377
1/14/2023,30,511
1/14/2023,192,966
1/14/2023,49,750
1/14/2023,12,861
1/14/2023,40,257
1/14/2023,103,406
1/14/2023,74,399
1/14/2023,95,1162
1/14/2023,193,924
1/14/2023,155,634
1/14/2023,58,361
1/14/2023,71,1265
1/14/2023,24,245
1/14/2023,165,1411
1/14/2023,800,125
1/14/2023,123,169
1/14/2023,21,1563
1/14/2023,36,429
1/14/2023,194,525
1/14/2023,185,553
1/14/2023,68,571
1/14/2023,66,482
1/14/2023,25,298
1/14/2023,181,623
1/14/2023,111,1165
1/14/2023,42,473
1/14/2023,191,529
1/14/2023,6,413
1/14/2023,196,2232
1/14/2023,85,312
1/14/2023,78,1783
1/14/2023,853,304
1/14/2023,82,898
1/15/2023,81,560
1/15/2023,86,1123
1/15/2023,162,328
1/15/2023,126,292
1/15/2023,194,451
1/15/2023,150,6
1/15/2023,832,99
1/15/2023,1,298
1/15/2023,116,657
1/15/2023,120,675
1/15/2023,71,1019
1/15/2023,193,1159
1/15/2023,191,885
1/15/2023,197,187
1/15/2023,40,219
1/15/2023,899,77
1/15/2023,124,566
1/15/2023,125,992
1/15/2023,79,314
1/15/2023,58,272
1/15/2023,25,254
1/15/2023,55,872
1/15/2023,75,334
1/15/2023,185,395
1/15/2023,51,1869
1/15/2023,74,368
1/15/2023,9,222
1/15/2023,178,416
1/15/2023,104,447
1/15/2023,186,966
1/15/2023,8,232
1/15/2023,102,1043
1/15/2023,6,404
1/15/2023,36,380
1/15/2023,89,1348
1/15/2023,809,362
1/15/2023,141,542
1/15/2023,21,1265
1/15/2023,181,757
1/15/2023,93,586
1/15/2023,66,325
1/15/2023,155,465
1/15/2023,68,424
1/15/2023,2,832
1/15/2023,42,296
1/15/2023,19,432
1/15/2023,15,917
1/15/2023,865,90
1/15/2023,3,165
1/15/2023,195,445
1/15/2023,32,917
1/15/2023,107,685
1/15/2023,132,66
1/15/2023,110,1149
1/15/2023,192,840
1/15/2023,140,240
1/15/2023,12,672
1/15/2023,115,1348
1/15/2023,26,409
1/15/2023,78,1438
1/15/2023,850,187
1/15/2023,5,1645
1/15/2023,153,475
1/15/2023,188,51
1/15/2023,165,1249
1/15/2023,117,707
1/15/2023,27,176
1/15/2023,121,1485
1/15/2023,50,497
1/15/2023,39,2879
1/15/2023,111,908
1/15/2023,24,187
1/15/2023,867,415
1/15/2023,816,154
1/15/2023,853,250
1/15/2023,34,274
1/15/2023,198,141
1/15/2023,85,320
1/15/2023,84,599
1/15/2023,73,1297
1/15/2023,856,263
1/15/2023,172,769
1/15/2023,83,1635
1/15/2023,47,300
1/15/2023,133,294
1/15/2023,4,1058
1/15/2023,60,927
1/15/2023,119,884
1/15/2023,189,589
1/15/2023,49,669
1/15/2023,95,999
1/15/2023,30,470
1/15/2023,87,466
1/15/2023,103,434
1/15/2023,14,166
1/15/2023,196,1194
1/15/2023,82,493
1/15/2023,183,274
1/15/2023,114,334
1/16/2023,111,1302
1/16/2023,5,1927
1/16/2023,87,694
1/16/2023,899,104
1/16/2023,49,768
1/16/2023,82,1049
1/16/2023,93,728
1/16/2023,867,516
1/16/2023,47,507
1/16/2023,141,709
1/16/2023,75,452
1/16/2023,195,277
1/16/2023,58,465
1/16/2023,193,1244
1/16/2023,37,418
1/16/2023,107,887
1/16/2023,119,1202
1/16/2023,1,372
1/16/2023,117,965
1/16/2023,51,2217
1/16/2023,813,231
1/16/2023,809,357
1/16/2023,40,264
1/16/2023,3,266
1/16/2023,84,767
1/16/2023,114,516
1/16/2023,188,174
1/16/2023,50,990
1/16/2023,102,1753
1/16/2023,83,2150
1/16/2023,9,398
1/16/2023,850,199
1/16/2023,14,449
1/16/2023,115,2441
1/16/2023,116,1435
1/16/2023,121,2016
1/16/2023,24,211
1/16/2023,34,379
1/16/2023,150,78
1/16/2023,180,429
1/16/2023,55,1179
1/16/2023,79,422
1/16/2023,189,783
1/16/2023,853,333
1/16/2023,194,497
1/16/2023,125,1429
1/16/2023,126,719
1/16/2023,4,651
1/16/2023,181,1042
1/16/2023,185,591
1/16/2023,94,373
1/16/2023,140,429
1/16/2023,178,71
1/16/2023,8,329
1/16/2023,856,256
1/16/2023,153,344
1/16/2023,39,3970
1/16/2023,27,168
1/16/2023,89,2004
1/16/2023,186,1200
1/16/2023,155,655
1/16/2023,6,539
1/16/2023,123,186
1/16/2023,832,155
1/16/2023,26,478
1/16/2023,165,1728
1/16/2023,78,1952
1/16/2023,104,146
1/16/2023,95,1211
1/16/2023,196,656
1/16/2023,32,1011
1/16/2023,71,1430
1/16/2023,120,813
1/16/2023,197,415
1/16/2023,19,556
1/16/2023,81,713
1/16/2023,66,452
1/16/2023,42,538
1/16/2023,823,34
1/16/2023,865,125
1/16/2023,12,880
1/16/2023,191,633
1/16/2023,25,395
1/16/2023,198,122
1/16/2023,192,1017
1/16/2023,86,1804
1/16/2023,183,400
1/16/2023,74,534
1/16/2023,60,1106
1/16/2023,162,632
1/16/2023,132,235
1/16/2023,110,1866
1/16/2023,68,474
1/16/2023,36,464
1/16/2023,15,1363
1/16/2023,172,1270
1/16/2023,816,131
1/16/2023,124,734
1/16/2023,73,1736
1/16/2023,85,431
1/16/2023,103,459
1/16/2023,2,996
1/17/2023,95,1485
1/17/2023,2,1387
1/17/2023,71,1819
1/17/2023,850,398
1/17/2023,181,1316
1/17/2023,120,1173
1/17/2023,143,369
1/17/2023,867,585
1/17/2023,21,1257
1/17/2023,193,2190
1/17/2023,89,2319
1/17/2023,8,430
1/17/2023,809,493
1/17/2023,37,455
1/17/2023,3,498
1/17/2023,85,403
1/17/2023,15,1864
1/17/2023,82,882
1/17/2023,74,676
1/17/2023,58,627
1/17/2023,856,328
1/17/2023,84,976
1/17/2023,114,641
1/17/2023,189,665
1/17/2023,178,706
1/17/2023,194,936
1/17/2023,800,178
1/17/2023,19,925
1/17/2023,115,2402
1/17/2023,111,1847
1/17/2023,180,673
1/17/2023,104,661
1/17/2023,27,460
1/17/2023,47,646
1/17/2023,813,257
1/17/2023,51,3113
1/17/2023,132,536
1/17/2023,121,2449
1/17/2023,34,268
1/17/2023,142,60
1/17/2023,79,510
1/17/2023,126,666
1/17/2023,123,193
1/17/2023,865,488
1/17/2023,1,508
1/17/2023,5,2858
1/17/2023,295,22
1/17/2023,86,2106
1/17/2023,125,2173
1/17/2023,68,1000
1/17/2023,172,1611
1/17/2023,103,526
1/17/2023,198,13
1/17/2023,49,864
1/17/2023,78,1430
1/17/2023,192,737
1/17/2023,39,4782
1/17/2023,110,2271
1/17/2023,140,514
1/17/2023,94,1403
1/17/2023,40,700
1/17/2023,195,648
1/17/2023,191,910
1/17/2023,853,173
1/17/2023,153,769
1/17/2023,24,280
1/17/2023,148,72
1/17/2023,42,1318
1/17/2023,102,1725
1/17/2023,4,972
1/17/2023,823,107
1/17/2023,155,797
1/17/2023,36,842
1/17/2023,197,238
1/17/2023,150,244
1/17/2023,81,1105
1/17/2023,117,1505
1/17/2023,185,689
1/17/2023,162,723
1/17/2023,188,429
1/17/2023,60,1709
1/17/2023,75,0
1/17/2023,12,1798
1/17/2023,66,833
1/17/2023,50,1654
1/17/2023,116,1461
1/17/2023,93,1034
1/17/2023,221,266
1/17/2023,124,968
1/17/2023,30,1045
1/17/2023,141,833
1/17/2023,26,612
1/17/2023,133,573
1/17/2023,32,1345
1/17/2023,165,1670
1/17/2023,6,832
1/17/2023,119,1451
1/17/2023,83,3022
1/17/2023,55,927
1/17/2023,9,390
1/17/2023,899,251
1/17/2023,87,861
1/17/2023,73,2741
1/17/2023,107,1267
1/17/2023,832,213
1/17/2023,186,2021
1/17/2023,196,2516
1/17/2023,25,370
1/17/2023,816,116
1/18/2023,119,1373
1/18/2023,155,1064
1/18/2023,221,166
1/18/2023,117,1791
1/18/2023,37,715
1/18/2023,66,856
1/18/2023,42,921
1/18/2023,93,1046
1/18/2023,124,974
1/18/2023,26,613
1/18/2023,94,1436
1/18/2023,193,1328
1/18/2023,27,656
1/18/2023,196,1643
1/18/2023,899,157
1/18/2023,79,471
1/18/2023,78,1967
1/18/2023,71,2208
1/18/2023,103,557
1/18/2023,181,1432
1/18/2023,867,4
1/18/2023,87,1000
1/18/2023,197,324
1/18/2023,825,85
1/18/2023,195,730
1/18/2023,19,756
1/18/2023,110,2018
1/18/2023,84,1119
1/18/2023,1,248
1/18/2023,50,1858
1/18/2023,4,844
1/18/2023,25,425
1/18/2023,133,617
1/18/2023,823,81
1/18/2023,125,2437
1/18/2023,198,103
1/18/2023,126,809
1/18/2023,95,1574
1/18/2023,39,4404
1/18/2023,32,1168
1/18/2023,2,1513
1/18/2023,121,2865
1/18/2023,73,3188
1/18/2023,148,121
1/18/2023,142,60
1/18/2023,123,225
1/18/2023,162,644
1/18/2023,800,211
1/18/2023,809,605
1/18/2023,102,1983
1/18/2023,111,2001
1/18/2023,120,961
1/18/2023,21,2579
1/18/2023,5,2510
1/18/2023,115,3283
1/18/2023,82,1188
1/18/2023,15,2022
1/18/2023,83,3402
1/18/2023,49,1116
1/18/2023,24,347
1/18/2023,816,319
1/18/2023,188,293
1/18/2023,40,677
1/18/2023,832,275
1/18/2023,3,649
1/18/2023,9,354
1/18/2023,75,965
1/18/2023,180,827
1/18/2023,47,801
1/18/2023,186,2074
1/18/2023,89,2507
1/18/2023,813,0
1/18/2023,36,804
1/18/2023,12,1660
1/18/2023,74,578
1/18/2023,60,1538
1/18/2023,183,459
1/18/2023,116,2082
1/18/2023,55,1200
1/18/2023,192,602
1/18/2023,85,547
1/18/2023,172,1394
1/18/2023,68,907
1/18/2023,140,540
1/18/2023,143,378
1/18/2023,30,943
1/18/2023,34,499
1/18/2023,153,893
1/18/2023,81,1171
1/18/2023,51,2813
1/18/2023,189,994
1/18/2023,6,840
1/18/2023,58,606
1/18/2023,104,293
1/18/2023,865,333
1/18/2023,141,1008
1/18/2023,178,825
1/18/2023,86,2366
1/18/2023,194,603
1/18/2023,132,674
1/18/2023,107,1402
1/18/2023,150,203
1/18/2023,850,491
1/18/2023,165,1804
1/18/2023,856,354
1/18/2023,191,803
1/18/2023,185,874
1/18/2023,853,428
1/19/2023,79,493
1/19/2023,26,647
1/19/2023,40,415
1/19/2023,89,1362
1/19/2023,107,1434
1/19/2023,85,628
1/19/2023,95,1343
1/19/2023,50,1438
1/19/2023,87,1089
1/19/2023,148,68
1/19/2023,86,1684
1/19/2023,115,2616
1/19/2023,1,525
1/19/2023,194,994
1/19/2023,856,371
1/19/2023,178,499
1/19/2023,221,288
1/19/2023,120,1037
1/19/2023,58,613
1/19/2023,8,321
1/19/2023,21,3298
1/19/2023,30,892
1/19/2023,189,1248
1/19/2023,3,461
1/19/2023,78,2273
1/19/2023,183,554
1/19/2023,27,352
1/19/2023,155,863
1/19/2023,5,2895
1/19/2023,192,894
1/19/2023,193,1986
1/19/2023,125,1991
1/19/2023,60,1746
1/19/2023,198,73
1/19/2023,42,1203
1/19/2023,2,1610
1/19/2023,34,459
1/19/2023,181,1464
1/19/2023,195,637
1/19/2023,188,402
1/19/2023,102,2124
1/19/2023,81,1170
1/19/2023,172,1410
1/19/2023,800,192
1/19/2023,853,639
1/19/2023,110,2186
1/19/2023,133,483
1/19/2023,83,2683
1/19/2023,809,524
1/19/2023,124,1046
1/19/2023,84,1086
1/19/2023,66,771
1/19/2023,196,1983
1/19/2023,162,756
1/19/2023,191,1176
1/19/2023,186,1980
1/19/2023,153,597
1/19/2023,825,112
1/19/2023,9,392
1/19/2023,142,102
1/19/2023,197,251
1/19/2023,75,939
1/19/2023,141,967
1/19/2023,103,665
1/19/2023,121,2534
1/19/2023,295,4
1/19/2023,867,599
1/19/2023,71,2103
1/19/2023,24,405
1/19/2023,82,1160
1/19/2023,143,284
1/19/2023,813,349
1/19/2023,850,0
1/19/2023,25,494
1/19/2023,116,2094
1/19/2023,37,554
1/19/2023,823,49
1/19/2023,832,133
1/19/2023,126,839
1/19/2023,19,815
1/19/2023,14,669
1/19/2023,51,2866
1/19/2023,140,595
1/19/2023,55,1121
1/19/2023,117,1694
1/19/2023,114,434
1/19/2023,36,725
1/19/2023,32,999
1/19/2023,15,1957
1/19/2023,39,5307
1/19/2023,899,183
1/19/2023,49,960
1/19/2023,180,957
1/19/2023,94,1039
1/19/2023,6,960
1/19/2023,165,1655
1/19/2023,74,497
1/19/2023,111,1815
1/19/2023,93,983
1/19/2023,185,780
1/19/2023,104,565
1/19/2023,4,544
1/19/2023,119,1342
1/19/2023,132,596
1/19/2023,68,688
1/19/2023,73,2899
1/19/2023,150,315
1/19/2023,47,764
1/19/2023,12,1190
1/19/2023,865,0
1/20/2023,194,744
1/20/2023,191,676
1/20/2023,25,377
1/20/2023,60,1640
1/20/2023,162,921
1/20/2023,51,2707
1/20/2023,142,52
1/20/2023,832,268
1/20/2023,189,937
1/20/2023,93,1070
1/20/2023,853,454
1/20/2023,140,638
1/20/2023,85,593
1/20/2023,73,2447
1/20/2023,899,209
1/20/2023,132,252
1/20/2023,195,583
1/20/2023,153,947
1/20/2023,68,916
1/20/2023,9,371
1/20/2023,86,2373
1/20/2023,34,362
1/20/2023,24,333
1/20/2023,30,1051
1/20/2023,193,1964
1/20/2023,124,918
1/20/2023,126,851
1/20/2023,32,1126
1/20/2023,221,124
1/20/2023,74,620
1/20/2023,180,737
1/20/2023,117,1543
1/20/2023,1,523
1/20/2023,856,272
1/20/2023,49,1331
1/20/2023,295,10
1/20/2023,850,345
1/20/2023,87,972
1/20/2023,103,441
1/20/2023,14,694
1/20/2023,186,1823
1/20/2023,84,1196
1/20/2023,143,238
1/20/2023,79,414
1/20/2023,825,50
1/20/2023,58,565
1/20/2023,148,39
1/20/2023,809,485
1/20/2023,865,230
1/20/2023,800,238
1/20/2023,119,1580
1/20/2023,114,807
1/20/2023,867,242
1/20/2023,125,2195
1/20/2023,133,549
1/20/2023,26,687
1/20/2023,66,562
1/20/2023,47,834
1/20/2023,120,1100
1/20/2023,123,253
1/20/2023,110,2278
1/20/2023,36,636
1/20/2023,150,231
1/20/2023,181,1103
1/20/2023,4,835
1/20/2023,40,557
1/20/2023,42,1264
1/20/2023,12,1285
1/20/2023,50,1330
1/20/2023,107,1473
1/20/2023,95,2074
1/20/2023,81,1131
1/20/2023,89,2570
1/20/2023,78,1532
1/20/2023,3,330
1/20/2023,6,753
1/20/2023,15,2231
1/20/2023,183,837
1/20/2023,141,906
1/20/2023,816,291
1/20/2023,19,1176
1/20/2023,115,3168
1/20/2023,165,1900
1/20/2023,192,739
1/20/2023,197,297
1/20/2023,178,485
1/20/2023,111,1805
1/20/2023,172,1362
1/20/2023,155,913
1/20/2023,813,316
1/20/2023,198,202
1/20/2023,39,5171
1/20/2023,55,1078
1/20/2023,71,2311
1/20/2023,94,948
1/20/2023,27,502
1/20/2023,185,855
1/20/2023,121,2958
1/20/2023,196,3335
1/20/2023,8,378
1/20/2023,104,647
1/20/2023,116,2440
1/20/2023,21,3181
1/20/2023,83,2482
1/20/2023,188,277
1/20/2023,102,2137
1/20/2023,2,1403
1/20/2023,82,1013
1/20/2023,5,3287
1/20/2023,37,638
1/21/2023,150,0
1/21/2023,32,799
1/21/2023,186,1193
1/21/2023,191,687
1/21/2023,85,383
1/21/2023,89,1702
1/21/2023,37,272
1/21/2023,121,1626
1/21/2023,15,1298
1/21/2023,71,1422
1/21/2023,104,260
1/21/2023,47,545
1/21/2023,60,1112
1/21/2023,51,2178
1/21/2023,4,637
1/21/2023,188,19
1/21/2023,185,488
1/21/2023,84,566
1/21/2023,66,426
1/21/2023,25,459
1/21/2023,75,257
1/21/2023,3,305
1/21/2023,82,733
1/21/2023,58,344
1/21/2023,110,1256
1/21/2023,103,441
1/21/2023,24,186
1/21/2023,124,516
1/21/2023,74,434
1/21/2023,102,1622
1/21/2023,181,865
1/21/2023,83,2103
1/21/2023,126,551
1/21/2023,816,125
1/21/2023,155,555
1/21/2023,36,444
1/21/2023,123,174
1/21/2023,68,598
1/21/2023,119,1081
1/21/2023,141,727
1/21/2023,78,2159
1/21/2023,49,834
1/21/2023,125,1406
1/21/2023,2,1119
1/21/2023,800,123
1/21/2023,192,941
1/21/2023,50,749
1/21/2023,133,249
1/21/2023,809,355
1/21/2023,55,834
1/21/2023,193,905
1/21/2023,195,298
1/21/2023,194,404
1/21/2023,8,298
1/21/2023,81,658
1/21/2023,197,363
1/21/2023,899,133
1/21/2023,132,295
1/21/2023,6,458
1/21/2023,26,516
1/21/2023,180,417
1/21/2023,27,224
1/21/2023,117,1120
1/21/2023,5,1833
1/21/2023,115,1936
1/21/2023,86,1647
1/21/2023,856,384
1/21/2023,153,589
1/21/2023,850,101
1/21/2023,73,1199
1/21/2023,865,7
1/21/2023,21,1627
1/21/2023,30,494
1/21/2023,42,485
1/21/2023,140,431
1/21/2023,12,823
1/21/2023,87,563
1/21/2023,183,308
1/21/2023,172,864
1/21/2023,189,551
1/21/2023,114,448
1/21/2023,79,504
1/21/2023,40,309
1/21/2023,95,954
1/21/2023,116,1330
1/21/2023,823,33
1/21/2023,867,315
1/21/2023,162,575
1/21/2023,165,1631
1/21/2023,107,996
1/21/2023,832,147
1/21/2023,9,280
1/21/2023,111,1302
1/21/2023,120,718
1/21/2023,198,31
1/21/2023,178,392
1/21/2023,196,1722
1/21/2023,853,381
1/21/2023,19,617
1/21/2023,93,769
1/21/2023,34,296
1/21/2023,94,404
1/22/2023,193,835
1/22/2023,133,281
1/22/2023,49,352
1/22/2023,162,163
1/22/2023,74,260
1/22/2023,79,51
1/22/2023,189,426
1/22/2023,37,257
1/22/2023,34,200
1/22/2023,178,321
1/22/2023,3,123
1/22/2023,32,782
1/22/2023,15,923
1/22/2023,192,226
1/22/2023,181,744
1/22/2023,196,1148
1/22/2023,119,557
1/22/2023,140,244
1/22/2023,47,360
1/22/2023,9,208
1/22/2023,816,109
1/22/2023,188,39
1/22/2023,117,632
1/22/2023,102,960
1/22/2023,68,395
1/22/2023,50,449
1/22/2023,186,846
1/22/2023,110,1321
1/22/2023,165,1229
1/22/2023,39,2369
1/22/2023,85,271
1/22/2023,198,79
1/22/2023,81,574
1/22/2023,115,1473
1/22/2023,42,323
1/22/2023,150,40
1/22/2023,95,839
1/22/2023,1,190
1/22/2023,83,1761
1/22/2023,155,404
1/22/2023,19,432
1/22/2023,30,360
1/22/2023,86,1099
1/22/2023,172,754
1/22/2023,58,228
1/22/2023,8,259
1/22/2023,899,116
1/22/2023,126,312
1/22/2023,197,163
1/22/2023,809,221
1/22/2023,114,343
1/22/2023,125,767
1/22/2023,12,705
1/22/2023,82,490
1/22/2023,867,195
1/22/2023,94,261
1/22/2023,185,330
1/22/2023,66,367
1/22/2023,93,530
1/22/2023,25,181
1/22/2023,132,194
1/22/2023,194,288
1/22/2023,75,215
1/22/2023,21,1342
1/22/2023,103,315
1/22/2023,107,618
1/22/2023,116,917
1/22/2023,153,388
1/22/2023,36,318
1/22/2023,195,326
1/22/2023,4,301
1/22/2023,191,780
1/22/2023,87,402
1/22/2023,121,1171
1/22/2023,180,366
1/22/2023,73,965
1/22/2023,26,309
1/22/2023,850,158
1/22/2023,78,770
1/22/2023,55,808
1/22/2023,120,420
1/22/2023,84,618
1/22/2023,71,839
1/22/2023,60,785
1/22/2023,123,102
1/22/2023,104,213
1/22/2023,2,711
1/22/2023,141,455
1/22/2023,5,1325
1/22/2023,51,1536
1/22/2023,853,194
1/22/2023,111,775
1/22/2023,865,20
1/22/2023,832,126
1/22/2023,124,493
1/22/2023,856,140
1/22/2023,89,1385
1/22/2023,813,138
1/22/2023,40,182
1/22/2023,6,438
1/22/2023,183,250
1/23/2023,142,44
1/23/2023,194,752
1/23/2023,89,2221
1/23/2023,162,1582
1/23/2023,8,357
1/23/2023,51,3025
1/23/2023,124,1033
1/23/2023,107,1232
1/23/2023,95,1686
1/23/2023,148,223
1/23/2023,36,1359
1/23/2023,825,52
1/23/2023,172,1379
1/23/2023,39,5247
1/23/2023,26,719
1/23/2023,2,1539
1/23/2023,9,359
1/23/2023,140,629
1/23/2023,74,560
1/23/2023,14,475
1/23/2023,40,415
1/23/2023,66,771
1/23/2023,295,84
1/23/2023,197,264
1/23/2023,115,2698
1/23/2023,198,85
1/23/2023,850,523
1/23/2023,221,360
1/23/2023,32,1219
1/23/2023,141,968
1/23/2023,85,672
1/23/2023,73,2772
1/23/2023,94,348
1/23/2023,191,1013
1/23/2023,21,2428
1/23/2023,49,1198
1/23/2023,50,1405
1/23/2023,853,449
1/23/2023,110,2350
1/23/2023,181,1624
1/23/2023,189,1028
1/23/2023,3,518
1/23/2023,6,864
1/23/2023,60,1489
1/23/2023,86,2139
1/23/2023,25,294
1/23/2023,24,316
1/23/2023,186,2415
1/23/2023,119,1143
1/23/2023,78,2531
1/23/2023,132,643
1/23/2023,103,507
1/23/2023,19,937
1/23/2023,27,474
1/23/2023,856,407
1/23/2023,133,435
1/23/2023,120,1149
1/23/2023,15,1728
1/23/2023,193,1847
1/23/2023,195,667
1/23/2023,87,1034
1/23/2023,1,497
1/23/2023,82,901
1/23/2023,81,1137
1/23/2023,5,2750
1/23/2023,832,274
1/23/2023,55,1036
1/23/2023,93,1009
1/23/2023,800,226
1/23/2023,79,482
1/23/2023,867,249
1/23/2023,104,444
1/23/2023,42,1523
1/23/2023,47,544
1/23/2023,188,617
1/23/2023,58,564
1/23/2023,114,590
1/23/2023,83,2795
1/23/2023,123,181
1/23/2023,150,289
1/23/2023,165,1575
1/23/2023,143,235
1/23/2023,816,244
1/23/2023,12,1348
1/23/2023,84,1215
1/23/2023,192,714
1/23/2023,180,999
1/23/2023,30,762
1/23/2023,34,483
1/23/2023,155,980
1/23/2023,68,928
1/23/2023,813,253
1/23/2023,102,1736
1/23/2023,809,482
1/23/2023,185,725
1/23/2023,153,771
1/23/2023,125,1833
1/23/2023,71,2086
1/23/2023,116,1860
1/23/2023,178,673
1/23/2023,865,333
1/23/2023,111,1596
1/23/2023,37,669
1/23/2023,121,2605
1/23/2023,4,831
1/23/2023,75,1162
1/23/2023,183,622
1/23/2023,196,1131
1/23/2023,117,1717
1/23/2023,126,598
1/24/2023,197,351
1/24/2023,816,332
1/24/2023,27,480
1/24/2023,83,4331
1/24/2023,66,528
1/24/2023,115,2825
1/24/2023,856,496
1/24/2023,193,2329
1/24/2023,153,837
1/24/2023,71,1893
1/24/2023,6,955
1/24/2023,30,898
1/24/2023,800,176
1/24/2023,15,1893
1/24/2023,121,2733
1/24/2023,116,1964
